month,stock,marketcap,rank,excess_returns
2001-11-30T00:00:00Z,AIG,215,8,0.046646077
2001-11-30T00:00:00Z,INTC,219,7,0.336719574
2001-11-30T00:00:00Z,WMT,245,6,0.071257586
2001-11-30T00:00:00Z,C,246,5,0.054223317
2001-11-30T00:00:00Z,XOM,258,4,-0.048084988
2001-11-30T00:00:00Z,PFE,266,3,0.034633659
2001-11-30T00:00:00Z,MSFT,345,2,0.102513262
2001-11-30T00:00:00Z,GE,382,1,0.055702117
2001-12-31T00:00:00Z,JNJ,180,10,0.013093497
2001-12-31T00:00:00Z,IBM,208,9,0.044957168
2001-12-31T00:00:00Z,AIG,208,8,-0.037419201
2001-12-31T00:00:00Z,INTC,211,7,-0.038548215
2001-12-31T00:00:00Z,PFE,245,6,-0.081388496
2001-12-31T00:00:00Z,WMT,256,5,0.043315439
2001-12-31T00:00:00Z,C,259,4,0.052362698
2001-12-31T00:00:00Z,XOM,271,3,0.049302229
2001-12-31T00:00:00Z,MSFT,356,2,0.030270818
2001-12-31T00:00:00Z,GE,397,1,0.044113896
2002-01-31T00:00:00Z,JNJ,175,10,-0.02830288
2002-01-31T00:00:00Z,IBM,185,9,-0.109454013
2002-01-31T00:00:00Z,AIG,193,8,-0.06752128
2002-01-31T00:00:00Z,INTC,235,7,0.112749327
2002-01-31T00:00:00Z,C,243,6,-0.059245186
2002-01-31T00:00:00Z,PFE,256,5,0.044270996
2002-01-31T00:00:00Z,WMT,267,4,0.040824838
2002-01-31T00:00:00Z,XOM,269,3,-0.007761067
2002-01-31T00:00:00Z,MSFT,345,2,-0.039739768
2002-01-31T00:00:00Z,GE,368,1,-0.074502895
2002-02-28T00:00:00Z,IBM,169,10,-0.0906621
2002-02-28T00:00:00Z,JNJ,185,9,0.060972826
2002-02-28T00:00:00Z,INTC,191,8,-0.186034985
2002-02-28T00:00:00Z,AIG,193,7,-0.003159323
2002-02-28T00:00:00Z,C,232,6,-0.046659247
2002-02-28T00:00:00Z,PFE,252,5,-0.015228533
2002-02-28T00:00:00Z,WMT,276,4,0.032543906
2002-02-28T00:00:00Z,XOM,285,3,0.062669722
2002-02-28T00:00:00Z,MSFT,315,2,-0.085587949
2002-02-28T00:00:00Z,GE,382,1,0.039851798
2002-03-29T00:00:00Z,IBM,178,10,0.058627785
2002-03-29T00:00:00Z,AIG,188,9,-0.026039369
2002-03-29T00:00:00Z,JNJ,197,8,0.065200174
2002-03-29T00:00:00Z,INTC,203,7,0.063849152
2002-03-29T00:00:00Z,PFE,244,6,-0.031085483
2002-03-29T00:00:00Z,C,253,5,0.09306659
2002-03-29T00:00:00Z,WMT,273,4,-0.011576801
2002-03-29T00:00:00Z,XOM,302,3,0.059958142
2002-03-29T00:00:00Z,MSFT,326,2,0.032467183
2002-03-29T00:00:00Z,GE,372,1,-0.028572541
2002-04-30T00:00:00Z,IBM,143,10,-0.196110827
2002-04-30T00:00:00Z,AIG,180,9,-0.043362326
2002-04-30T00:00:00Z,INTC,191,8,-0.060691643
2002-04-30T00:00:00Z,JNJ,192,7,-0.018281558
2002-04-30T00:00:00Z,C,222,6,-0.12710704
2002-04-30T00:00:00Z,PFE,223,5,-0.086804665
2002-04-30T00:00:00Z,WMT,248,4,-0.090243264
2002-04-30T00:00:00Z,XOM,277,3,-0.085004179
2002-04-30T00:00:00Z,MSFT,283,2,-0.134976884
2002-04-30T00:00:00Z,GE,313,1,-0.159043828
2002-05-31T00:00:00Z,KO,137,10,-4.98E-04
2002-05-31T00:00:00Z,AIG,174,9,-0.032505592
2002-05-31T00:00:00Z,JNJ,184,8,-0.037499565
2002-05-31T00:00:00Z,INTC,184,7,-0.035275494
2002-05-31T00:00:00Z,PFE,213,6,-0.046152187
2002-05-31T00:00:00Z,C,222,5,-1.78E-04
2002-05-31T00:00:00Z,WMT,240,4,-0.032907726
2002-05-31T00:00:00Z,MSFT,275,3,-0.027232518
2002-05-31T00:00:00Z,XOM,276,2,-0.00156502
2002-05-31T00:00:00Z,GE,309,1,-0.014393477
2002-06-28T00:00:00Z,IBM,123,10,-0.106330156
2002-06-28T00:00:00Z,KO,139,9,0.010317916
2002-06-28T00:00:00Z,JNJ,157,8,-0.149468066
2002-06-28T00:00:00Z,AIG,177,7,0.018171948
2002-06-28T00:00:00Z,C,199,6,-0.103894297
2002-06-28T00:00:00Z,PFE,215,5,0.010260595
2002-06-28T00:00:00Z,WMT,244,4,0.016849298
2002-06-28T00:00:00Z,XOM,282,3,0.023492421
2002-06-28T00:00:00Z,GE,289,2,-0.062726037
2002-06-28T00:00:00Z,MSFT,296,1,0.073145199
2002-07-31T00:00:00Z,KO,123,10,-0.109714493
2002-07-31T00:00:00Z,INTC,125,9,0.026962342
2002-07-31T00:00:00Z,JNJ,157,8,0.012662649
2002-07-31T00:00:00Z,AIG,166,7,-0.06466836
2002-07-31T00:00:00Z,C,172,6,-0.13595214
2002-07-31T00:00:00Z,PFE,199,5,-0.077213645
2002-07-31T00:00:00Z,WMT,218,4,-0.107480769
2002-07-31T00:00:00Z,XOM,254,3,-0.103161342
2002-07-31T00:00:00Z,MSFT,258,2,-0.124351787
2002-07-31T00:00:00Z,GE,320,1,0.10693516
2002-08-30T00:00:00Z,KO,126,10,0.019827079
2002-08-30T00:00:00Z,IBM,127,9,0.071651697
2002-08-30T00:00:00Z,JNJ,161,8,0.027112087
2002-08-30T00:00:00Z,AIG,163,7,-0.018923335
2002-08-30T00:00:00Z,C,166,6,0.051000947
2002-08-30T00:00:00Z,PFE,203,5,0.025180853
2002-08-30T00:00:00Z,WMT,237,4,0.08603432
2002-08-30T00:00:00Z,XOM,245,3,-0.030892437
2002-08-30T00:00:00Z,MSFT,263,2,0.021525908
2002-08-30T00:00:00Z,GE,299,1,-0.065064727
2002-09-30T00:00:00Z,PG,116,10,0.006834677
2002-09-30T00:00:00Z,KO,119,9,-0.057327015
2002-09-30T00:00:00Z,AIG,142,8,-0.129700956
2002-09-30T00:00:00Z,C,150,7,-0.096055018
2002-09-30T00:00:00Z,JNJ,160,6,-0.005633979
2002-09-30T00:00:00Z,PFE,178,5,-0.124132582
2002-09-30T00:00:00Z,XOM,214,4,-0.101541941
2002-09-30T00:00:00Z,WMT,219,3,-0.079412345
2002-09-30T00:00:00Z,MSFT,233,2,-0.110201951
2002-09-30T00:00:00Z,GE,245,1,-0.178369835
2002-10-31T00:00:00Z,MRK,121,10,0.185211514
2002-10-31T00:00:00Z,IBM,133,9,0.352411736
2002-10-31T00:00:00Z,AIG,163,8,0.142110324
2002-10-31T00:00:00Z,JNJ,174,7,0.084953323
2002-10-31T00:00:00Z,C,186,6,0.250873875
2002-10-31T00:00:00Z,PFE,195,5,0.093362412
2002-10-31T00:00:00Z,XOM,226,4,0.053772958
2002-10-31T00:00:00Z,WMT,238,3,0.086130252
2002-10-31T00:00:00Z,GE,251,2,0.02294013
2002-10-31T00:00:00Z,MSFT,285,1,0.221050939
2002-11-29T00:00:00Z,INTC,138,10,0.207052195
2002-11-29T00:00:00Z,IBM,146,9,0.101910038
2002-11-29T00:00:00Z,JNJ,169,8,-0.027339713
2002-11-29T00:00:00Z,AIG,169,7,0.040366478
2002-11-29T00:00:00Z,PFE,194,6,-0.004795495
2002-11-29T00:00:00Z,C,200,5,0.051034278
2002-11-29T00:00:00Z,XOM,234,4,0.039564575
2002-11-29T00:00:00Z,WMT,239,3,0.005336095
